character,animation,frames,score,min_width_ratio,max_width_ratio,min_height_ratio,max_height_ratio
lenalee-lee,kickleft,6,7.590325645345786e-06,0.9999948363110607,1.0000000000000002,0.9999975733632943,1.000002426636706
lenalee-lee,backflip,8,7.435136324507319e-06,0.9999974181488643,1.0000025818511356,1.0,1.0000048532851888
lenalee-lee,cmd:2+4,10,7.4351363243962965e-06,0.9999974181488642,1.0000025818511356,0.9999999999999996,1.0000048532851886
goku,walkForward,4,7.419202850189599e-06,0.9999999999999999,1.000005014391303,0.9999975951884529,1.000002404811547
gohan-super-saiyan,walkForward,4,7.398182513274065e-06,1.0,1.0,0.9999926018174867,1.0000024660608375
ichigo-kurosaki,jabright,4,7.384312320724007e-06,0.9999981126698361,1.0000018873301637,0.9999945030178432,1.0
kakashi-hatake,crouchBlock,8,7.373206177052616e-06,0.9999973579013283,1.0000026420986718,0.9999952688924948,1.0000047311075049
piccolo,chargeKi,4,7.356060290453215e-06,1.0,1.0,0.9999975479799031,1.0000073560602905
caramelman-j,sidestepRight,2,7.329898314534233e-06,0.9999975840100119,1.0000024159899883,0.9999950860916739,1.0000049139083262
goku,getupStand,8,7.316836597826004e-06,0.9999974927980624,1.0000025072019376,0.9999951903653398,1.00000480963466
goku,crouchBlock,8,7.316824025771496e-06,0.9999974928106345,1.0000025071893655,0.9999951903653398,1.0000048096346603
jaguar-junichi,chargeKi,2,7.301735629683392e-06,0.9999951029602605,1.0000048970397395,0.9999975953041099,1.0000024046958902
kiro,backflip,4,7.26341249657203e-06,1.0,1.0000000000000002,0.9999975788625011,1.0000072634124963
nami,sprint,10,7.234038065240256e-06,0.9999999999999998,1.000004894139757,0.9999976601016919,1.0000023398983082
nami,walkForward,8,7.234038065240256e-06,1.0,1.000004894139757,0.9999976601016919,1.0000023398983082
sanji-vinsmoke,knockdown,4,7.214365244090359e-06,1.0,1.0,0.9999975952115854,1.000007214365244
piccolo,cmd:1+2,6,7.122351072585964e-06,0.9999977816770964,1.0000022183229036,0.999995095971831,1.0000049040281684
piccolo,kickright,8,7.122351072474942e-06,0.9999977816770965,1.0000022183229036,0.9999950959718314,1.0000049040281689
gon-freecss,cmd:1+2,7,7.056017724993424e-06,0.9999929439822752,1.0000070560177248,1.0,1.0000000000000002
kiro,win,3,7.038932334557657e-06,0.9999999999999999,1.0000070389323346,1.0,1.0
vegito,jump,2,7.014433763385952e-06,0.9999953901117897,1.0000046098882103,0.9999975954544472,1.0000024045455531
kazuki-muto,backflip,8,6.990598304779105e-06,0.9999981023479649,1.0000018976520353,0.9999949070537305,1.0
momotaro-tsurugi,sprint,10,6.977045787670555e-06,0.9999954409304147,1.000004559069585,0.9999975820237976,1.0000024179762022
don-patch-poppa-rocks,cmd:3+4,8,6.962940896304559e-06,0.9999978512783818,1.0000021487216182,0.9999951857807219,1.000004814219278
heihachi-edajima,block,2,6.8949005089802284e-06,0.9999955097953813,1.0000044902046186,0.9999975953041097,1.0000024046958902
momotaro-tsurugi,knockdown,4,6.838619966753612e-06,0.999997720460011,1.0000068386199665,0.9999999999999998,1.0
gotenks,cmd:2+3,4,6.771160598995074e-06,0.9999978656603966,1.0000021343396033,0.9999953631790044,1.0000000000000002
don-patch-poppa-rocks,knockdown,4,6.704537847235237e-06,0.9999999999999998,1.0000042974340022,0.999997592896155,1.000002407103845
yoh-asakura-power-sword,cmd:1+2+3,6,6.670028990574117e-06,0.9999982163146562,1.0000017836853436,0.9999999999999998,1.0000048863436468
goku-super-saiyan,juggle,2,6.64679879391894e-06,0.9999957578045789,1.000004242195421,0.9999975953966271,1.0000024046033726
gotenks,idle,4,6.587104190436399e-06,1.0,1.0000042686883175,0.999997681584127,1.0000023184158728
gotenks,sprint,10,6.587085968789985e-06,0.9999957313299042,1.0000000000000002,0.999997681584127,1.0000023184158728
kenshiro,jump,4,6.558751632468329e-06,0.9999960644950552,1.000003935504945,0.9999973767533126,1.0000026232466874
ichigo-kurosaki,cmd:1+4,8,6.523166084626553e-06,0.9999962253325482,1.000003774667452,0.9999972515013673,1.0000027484986327
ichigo-kurosaki,cmd:2+4,8,6.523166084626553e-06,0.9999962253325482,1.000003774667452,0.9999972515013673,1.0000027484986327
ichigo-kurosaki,backflip,8,6.523166084404508e-06,0.9999962253325484,1.0000037746674517,0.9999972515013673,1.0000027484986327
dr-mashirito,cmd:1+2,14,6.475837716846122e-06,0.9999959774576725,1.0000040225423272,0.9999975467046106,1.000002453295389
naruto-uzumaki-nine-tails-kyubi,idle,6,6.445043117198068e-06,1.0,1.0,0.9999999999999999,1.0000064450431172
naruto-uzumaki-nine-tails-kyubi,kickleft,6,6.445001579424847e-06,0.9999999999999998,1.0,0.9999935549984208,1.0000000000000002
naruto-uzumaki-nine-tails-kyubi,jump,2,6.44500157909178e-06,1.0,1.0,0.9999935549984209,1.000006445001579
frieza,jump,2,6.421251796506766e-06,0.9999959291177991,1.000004070882201,0.9999976496304045,1.0000023503695956
fuusuke,knockdown,4,6.364043484197168e-06,0.9999960409994101,1.00000395900059,0.9999975949571062,1.0000024050428942
kazuki-muto,sprint,10,6.341776487506223e-06,0.9999962047031319,1.0000037952968681,0.9999974535203807,1.0000025464796194
kazuki-muto,walkForward,6,6.341776487506223e-06,0.999996204703132,1.0000037952968681,0.9999974535203807,1.0000025464796194
vegeta,knockdown,4,6.3309971956027056e-06,0.9999999999999999,1.0000063309971952,0.9999999999999996,1.0
taikoubou,jump,2,6.2184145052102124e-06,0.999996247950443,1.0000037520495568,0.9999975336350518,1.000002466364948
jotaro-kujo,juggle,2,6.1433351005169e-06,0.99999626136079,1.0000037386392102,0.9999975953041097,1.0000024046958902
yoh-asakura-power-sword,crouchBlock,8,6.010542904721916e-06,0.9999999999999999,1.0000035673770502,0.9999975568341456,1.0000024431658545
majin-buu,backflip,8,5.980396261318077e-06,0.999994019603739,1.000005980396261,0.9999999999999998,1.0000000000000002
monkey-d-luffy,getupStand,8,5.974086139337587e-06,0.9999964667182524,1.0000035332817472,0.9999975591956084,1.0000024408043917
neuro-nogami,jump,4,5.972716630608943e-06,1.0,1.0000059727166304,1.0,1.0000000000000002
neuro-nogami,sprint,10,5.9726809575888495e-06,0.9999940273190427,1.0000059726809574,0.9999999999999998,1.0000000000000002
kiro,sprint,2,5.940591279673946e-06,0.9999964805462193,1.0000035194537806,0.9999975788625011,1.0000024211374987
gon-freecss,juggle,2,5.932983226708544e-06,0.9999964719786907,1.0000035280213093,0.9999975950380826,1.0000024049619174
gohan-super-saiyan,jableft,3,5.876027570628217e-06,0.9999941239724296,1.0000000000000002,0.9999999999999998,1.0
hiei,idle,2,5.749442377300795e-06,0.9999966554848377,1.0000033445151624,0.9999975950727852,1.000002404927215
hiei,juggle,2,5.749442377300795e-06,0.9999966554848376,1.0000033445151624,0.9999975950727852,1.000002404927215
hiei,jump,4,5.749442377300795e-06,0.9999966554848376,1.0000033445151624,0.9999975950727852,1.000002404927215
kagura,sprint,10,5.655353292555176e-06,0.9999967641205688,1.000003235879431,0.9999975805261386,1.000002419473861
vegeta,walkForward,4,5.620092677016686e-06,0.999996834491382,1.0000031655086183,0.9999975454159417,1.0000024545840587
roronoa-zoro,idle,5,5.574943972019852e-06,0.9999944250560282,1.0,0.9999999999999998,1.0
roronoa-zoro,getupStand,8,5.57494397190883e-06,0.9999944250560283,1.0000000000000002,0.9999999999999998,1.0000000000000002
franky,idle,4,5.568562224667062e-06,0.9999969438680241,1.000003056131976,0.9999974875697514,1.0000025124302487
kinnikuman,cmd:3+4,14,5.514174078791179e-06,0.9999969795728512,1.0000030204271488,0.99999750625307,1.0000024937469294
ichigo-kurosaki,knockdown,4,5.497012373512078e-06,1.0,1.0,0.9999999999999998,1.0000054970123735
gotenks-super-saiyan,chargeKi,2,5.424611462467865e-06,0.9999945753885378,1.000005424611462,0.9999999999999998,1.0
nico-robin,juggle,2,5.420965040414671e-06,0.9999945790349598,1.0000054209650402,0.9999999999999998,1.0
neuro-nogami,juggle,2,5.39109154851225e-06,0.9999970136506032,1.0000029863493969,0.9999975952578484,1.0000024047421516
near,kickleft,3,5.379380833447911e-06,1.0,1.0000000000000002,1.0,1.0000053793808332
near,chargeKi,4,5.379351895928863e-06,1.0,1.0000000000000002,0.9999946206481043,1.0
near,crouchBlock,4,5.379351895928863e-06,1.0,1.0000000000000002,0.9999946206481043,1.0
near,jump,4,5.379351895928863e-06,1.0,1.0000000000000002,0.9999946206481043,1.0
near,sidestepLeft,4,5.379351895928863e-06,1.0,1.0000000000000002,0.9999946206481043,1.0
near,sprint,4,5.379351895928863e-06,1.0,1.0000000000000002,0.9999946206481043,1.0
near,walkForward,4,5.379351895928863e-06,1.0,1.0000000000000002,0.9999946206481043,1.0
kakashi-hatake,cmd:1+2,4,5.284183382414653e-06,1.0,1.0000052841833822,0.9999999999999998,1.0000000000000002
vegeta-super-saiyan,jump,2,5.248544840963376e-06,0.9999947514551591,1.000005248544841,1.0,1.0
gintoki-sakata,juggle,2,5.232780228459077e-06,0.9999947672197715,1.0000052327802285,1.0,1.0
yoh-asakura,cmd:2+3,5,5.230782106790954e-06,1.0,1.0000052307821066,1.0,1.0000000000000002
yugi-mutou,chargeKi,6,5.186291594405645e-06,1.0,1.0000000000000002,0.9999999999999999,1.0000051862915942
sven-vollfied,sidestepLeft,5,5.179441759706194e-06,1.0,1.0,1.0,1.0000051794417597
yoh-asakura,juggle,2,5.127776588564892e-06,0.9999973846157869,1.000002615384213,0.9999974876076246,1.0000025123923755
kazuki-muto,crouch,3,5.092946269491527e-06,1.0,1.0,0.9999949070537305,1.0
kazuki-muto,idle,6,5.092946269380505e-06,1.0,1.0,0.9999949070537306,1.0
franky,knockdown,4,5.024873122039253e-06,1.0,1.0,0.9999999999999999,1.000005024873122
yoh-asakura,cmd:1+2,5,5.0247721268270595e-06,1.0,1.0000000000000002,0.9999949752278734,1.0000000000000002
kinnikuman,cmd:2+3,5,4.987506296960653e-06,0.9999999999999999,1.0,1.0,1.0000049875062968
taikoubou,cmd:1+4,5,4.93271773038817e-06,1.0,1.0000000000000002,0.9999950672822698,1.0000000000000002
taikoubou,juggle,2,4.93271773038817e-06,1.0,1.0,0.9999950672822696,1.0000049327177303
gohan-super-saiyan,juggle,2,4.9321338384533675e-06,1.0,1.0,0.9999950678661615,1.0000049321338385
kurama,idle,2,4.909830954580308e-06,0.9999950901690454,1.0000049098309542,1.0,1.0
kurama,juggle,2,4.909782742368307e-06,0.9999950902172579,1.0000049097827421,1.0,1.0000000000000002
dr-mashirito,walkForward,4,4.906578740859757e-06,1.0,1.0,0.9999950934212591,1.0
pegasus-seiya,jump,2,4.896991778080562e-06,1.0,1.0,0.9999951030082223,1.000004896991778
gintoki-sakata,knockdown,4,4.889712533651114e-06,1.0,1.0,0.9999951102874663,1.0000000000000002
vegeta-super-saiyan,sidestepRight,2,4.877097151911869e-06,1.0,1.0,0.9999951229028482,1.000004877097152
vegeta-super-saiyan,walkForward,4,4.877073365938678e-06,0.9999999999999999,1.0,0.9999951229266342,1.0
yasutora-sado,crouch,4,4.870042905058547e-06,1.0,1.0,0.9999951299570949,1.000004870042905
yasutora-sado,sidestepLeft,3,4.870019187919183e-06,1.0,1.0,0.9999951299808121,1.0
kiro,cmd:FC+2,2,4.842263274129621e-06,1.0,1.0000000000000002,0.9999951577367263,1.000004842263274
kiro,hitHeavy,5,4.842239826774453e-06,0.9999999999999999,1.0,0.9999951577601733,1.0
kagura,chargeKi,5,4.838936014883721e-06,0.9999999999999999,1.0,0.9999951610639852,1.0
seto-kaiba,sidestepLeft,3,4.8183714870253525e-06,0.9999999999999999,1.0,1.0,1.000004818371487
gotenks-super-saiyan,idle,6,4.81454377387891e-06,1.0,1.0,1.0,1.0000048145437739
fuusuke,jableft,4,4.810097356644505e-06,0.9999999999999998,1.0,0.9999951899026436,1.0
arale-norimaki,jump,3,4.810004810007484e-06,1.0,1.0,1.0,1.00000481000481
arale-norimaki,jabright,5,4.809981674291919e-06,0.9999999999999999,1.0,0.9999951900183258,1.0000048099816738
killua-zoldyck,jableft,4,4.80975032612907e-06,0.9999999999999999,1.0,1.0,1.000004809750326
killua-zoldyck,chargeKi,3,4.809727192522928e-06,1.0,1.0000000000000002,0.9999951902728077,1.0
sakura-haruno,knockdown,4,4.809727192300883e-06,1.0,1.0,0.9999999999999998,1.0000048097271923
goku,idle,4,4.809634660207784e-06,0.9999999999999999,1.0,1.0,1.00000480963466
goku,juggle,2,4.809634660207784e-06,1.0,1.0,0.9999951903653398,1.00000480963466
anna-kyoyama,juggle,2,4.809611527711866e-06,1.0,1.0,0.9999951903884723,1.0000048096115277
roronoa-zoro,sprint,10,4.809542131889444e-06,1.0,1.0000000000000002,0.9999951904578683,1.0000048095421317
roronoa-zoro,juggle,2,4.8095421317784215e-06,0.9999999999999999,1.0,0.9999951904578686,1.0000048095421317
roronoa-zoro,jump,2,4.809542131667399e-06,1.0,1.0,0.9999951904578683,1.0000048095421317
monkey-d-luffy-2nd-gear,jableft,3,4.8095189999486365e-06,1.0,1.0,1.0,1.000004809519
neuro-nogami,jableft,5,4.809495868562941e-06,0.9999999999999999,1.0,0.9999999999999998,1.0000048094958685
neuro-nogami,crouchBlock,8,4.8094727377323565e-06,1.0,1.0000000000000002,0.9999951905272625,1.0
train-heartnet,getupStand,8,4.8094727377323565e-06,0.9999999999999999,1.0,0.9999951905272625,1.0000048094727376
train-heartnet,knockdown,4,4.809472737621334e-06,1.0,1.0,1.0,1.0000048094727376
dragon-shiryu,crouchBlock,8,4.8094033459067376e-06,1.0,1.0000000000000002,0.9999951905966543,1.0000048094033451
dragon-shiryu,kickright,8,4.8094033459067376e-06,1.0,1.0000000000000002,0.9999951905966543,1.0000048094033451
dragon-shiryu,sidestepRight,8,4.8094033459067376e-06,1.0,1.0000000000000002,0.9999951905966543,1.0000048094033451
dragon-shiryu,jableft,7,4.809403345684693e-06,1.0,1.0000000000000002,0.9999951905966545,1.0000048094033454
riven,chargeKi,4,4.809403345573671e-06,1.0,1.0000000000000002,0.9999999999999998,1.0000048094033454
riven,cmd:SS+4,4,4.809403345573671e-06,0.9999999999999999,1.0,0.9999951905966545,1.0000048094033454
heihachi-edajima,cmd:1+3,4,4.809403345462648e-06,1.0,1.0,0.9999951905966545,1.0000048094033454
heihachi-edajima,cmd:2+3,4,4.809403345351626e-06,1.0,1.0,0.9999999999999998,1.0000048094033454
heihachi-edajima,juggle,2,4.809403345351626e-06,1.0,1.0,0.9999951905966548,1.0000048094033454
riven,hitHeavy,4,4.809403345351626e-06,1.0,1.0,0.9999999999999998,1.0000048094033454
riven,knockdown,5,4.809403345351626e-06,1.0,1.0,0.9999999999999998,1.0000048094033454
heihachi-edajima,idle,4,4.8094033451295815e-06,1.0,1.0,1.0,1.0000048094033451
goku-super-saiyan,walkForward,4,4.8091951809769995e-06,1.0,1.0,0.999995190804819,1.0000000000000002
vegito,knockdown,4,4.809079542256178e-06,0.9999999999999998,1.0,0.999995190920458,1.0000000000000002
nico-robin,idle,6,4.70262924001652e-06,1.0,1.0,0.99999529737076,1.0
nico-robin,jump,3,4.7026071253730706e-06,1.0,1.0,0.9999952973928746,1.0
momotaro-tsurugi,chargeKi,2,4.697516191365381e-06,0.999997720460011,1.000002279539989,0.9999975820237978,1.0000024179762024
momotaro-tsurugi,jump,2,4.697505798567647e-06,0.9999977204704036,1.0000022795295962,0.9999975820237978,1.0000024179762022
dio,cmd:3+4,5,4.689001946500682e-06,1.0,1.0000000000000002,0.999995310998054,1.0000046890019463
nami,knockdown,4,4.679807566576599e-06,0.9999999999999998,1.0,0.9999999999999998,1.0000046798075664
renji-abarai,jabright,4,4.675523078034871e-06,0.9999978683265296,1.0000021316734702,0.9999974561503924,1.0000025438496076
renji-abarai,jump,4,4.675510135832006e-06,0.9999978683265296,1.0000021316734702,0.9999974561633346,1.0000025438366653
renji-abarai,juggle,2,4.675510135720984e-06,0.9999978683265296,1.0000021316734702,0.9999974561633347,1.0000025438366653
piccolo,juggle,2,4.670330975620196e-06,0.9999977816770965,1.0000022183229034,0.9999975479919279,1.000002452008072
gotenks,knockdown,4,4.636820995607138e-06,1.0,1.0000000000000002,0.9999953631790046,1.0000000000000002
ichigo-kurosaki,cmd:1+3,6,4.635828796617503e-06,0.9999981126698361,1.0000018873301637,0.9999972515013673,1.0000027484986327
momotaro-tsurugi,jabright,5,4.559069585408082e-06,0.9999954409304149,1.0000045590695852,1.0,1.0000000000000002
momotaro-tsurugi,juggle,2,4.559069585075015e-06,0.9999954409304149,1.000004559069585,1.0,1.0
momotaro-tsurugi,idle,6,4.559048800145682e-06,0.9999954409512001,1.0000000000000002,0.9999999999999998,1.0
don-patch-poppa-rocks,jump,4,4.555827817220859e-06,0.999997851287616,1.000002148712384,0.9999975928845669,1.0000024071154332
nami-perfect-clima-tact,idle,4,4.554169569903621e-06,0.9999954458304302,1.00000455416957,1.0,1.0
raoh,idle,6,4.549818235055625e-06,1.0,1.0000000000000002,1.0,1.0000045498182348
kazuki-muto,juggle,2,4.4441244523296675e-06,0.999998102355167,1.0000018976448328,0.9999974535203807,1.0000025464796192
renji-abarai,chargeKi,4,4.263356028655352e-06,0.9999999999999998,1.0000042633560284,1.0,1.0000000000000002
yusuke-urameshi,juggle,2,4.089996278100472e-06,0.999995910003722,1.000004089996278,1.0,1.0
dr-mashirito,chargeKi,2,4.022542327453138e-06,0.9999959774576728,1.0000040225423272,0.9999999999999998,1.0
kenshiro,juggle,2,3.93553592181739e-06,0.9999960644640784,1.0000039355359216,1.0,1.0000000000000002
kazuki-muto,cmd:1+3,6,3.7952824643028293e-06,0.9999962047175359,1.0,1.0,1.0000000000000002
monkey-d-luffy,chargeKi,2,3.5332817476252387e-06,0.9999964667182526,1.0000035332817472,0.9999999999999998,1.0
gon-freecss,cmd:2+3,4,3.5279964156753607e-06,0.9999964720035844,1.0000035279964157,1.0,1.0
gon-freecss,jableft,4,3.5279964156753607e-06,0.9999964720035844,1.0000035279964157,1.0,1.0
kiro,cmd:WS+4,2,3.5194537808536097e-06,0.9999964805462193,1.0000035194537809,1.0,1.0
kiro,cmd:qcf+4,4,3.5194537808536097e-06,0.9999964805462193,1.0000035194537809,1.0,1.0
eve,juggle,2,3.446457558675675e-06,0.9999965535424413,1.0000034464575585,1.0,1.0
hiei,knockdown,4,3.3445151623734404e-06,0.9999966554848376,1.0000033445151624,1.0,1.0
bobobo-bo-bo-bobo,juggle,2,3.3282411244783816e-06,0.9999966717588755,1.0000033282411245,1.0,1.0
kagura,juggle,2,3.2358794311848627e-06,0.9999967641205688,1.000003235879431,1.0,1.0
kinnikuman,juggle,2,3.0204271488365464e-06,0.9999969795728513,1.0000030204271488,1.0,1.0
kinnikuman,sidestepLeft,2,3.0204271488365464e-06,0.9999969795728512,1.0000030204271488,1.0,1.0
kinnikuman,sidestepRight,2,3.0204271488365464e-06,0.9999969795728512,1.0000030204271488,1.0,1.0
majin-buu,juggle,2,2.9901891893668875e-06,0.9999970098108107,1.0000029901891894,1.0,1.0
neuro-nogami,knockdown,4,2.986331560705935e-06,0.9999970136684395,1.0000029863315605,0.9999999999999998,1.0
gohan-super-saiyan,knockdown,4,2.938005153607648e-06,0.9999970619948467,1.0000029380051534,0.9999999999999998,1.0
kakashi-hatake,juggle,2,2.642084710569037e-06,0.9999973579152895,1.0000026420847106,1.0,1.0
yugi-mutou,knockdown,4,2.593139072692985e-06,0.9999999999999999,1.0,0.9999974068609274,1.0000025931390726
franky,juggle,2,2.512430248513553e-06,1.0,1.0,0.9999974875697515,1.0000025124302485
rukia-kuchiki,juggle,2,2.4754742389276885e-06,1.0,1.0,0.9999975245257611,1.000002475474239
toshiro-hitsugaya,juggle,2,2.4583615021445127e-06,1.0,1.0000000000000002,0.9999975416384981,1.000002458361502
toshiro-hitsugaya,knockdown,4,2.458349415368488e-06,1.0,1.0,0.9999975416505851,1.0000024583494154
caramelman-j,kickleft,8,2.4569601998480906e-06,1.0,1.0,0.9999975430398002,1.0000024569601995
vegeta,juggle,2,2.4545840586753798e-06,1.0,1.0,0.9999975454159414,1.0000024545840587
dr-mashirito,crouchBlock,8,2.4532953893929843e-06,0.9999999999999998,1.0,0.9999975467046108,1.0000024532953888
dr-mashirito,juggle,2,2.4532953891709397e-06,1.0,1.0,0.9999975467046108,1.000002453295389
nami,block,2,2.44706389063154e-06,0.9999975529361097,1.0000024470638904,1.0,1.0000000000000002
yusuke-urameshi,jump,2,2.445591698818639e-06,1.0,1.0,0.9999975544083012,1.0000024455916985
monkey-d-luffy,juggle,2,2.440792476576803e-06,1.0,1.0000000000000002,0.9999975592075236,1.0000024407924764
monkey-d-luffy,jump,2,2.440792476576803e-06,1.0,1.0,0.9999975592075234,1.0000024407924764
vegeta-super-saiyan,juggle,2,2.4385545223104543e-06,1.0,1.0,0.9999975614454777,1.0000024385545223
caramelman-j,juggle,2,2.4159783142962965e-06,0.9999975840216857,1.000002415978314,1.0,1.0
seto-kaiba,crouch,2,2.409179939433237e-06,0.9999999999999999,1.0,0.9999975908200607,1.000002409179939
don-patch-poppa-rocks,juggle,2,2.4071038450257376e-06,1.0,1.0,0.999997592896155,1.0000024071038447
majin-buu,jump,2,2.404904080544057e-06,1.0,1.0,0.9999975950959195,1.0000024049040805
majin-buu,jabright,2,2.404892513352408e-06,1.0,1.0,0.9999975951074868,1.0000024048925134
sakura-haruno,juggle,2,2.404857812887684e-06,1.0,1.0,0.9999975951421871,1.0000024048578127
goku,chargeKi,2,2.4048231132001163e-06,1.0,1.0,0.9999975951768868,1.000002404823113
kurama,knockdown,4,2.404799980926242e-06,1.0,1.0,0.9999975952000191,1.0000024047999807
monkey-d-luffy-2nd-gear,jump,2,2.404753717266672e-06,1.0,1.0,0.9999975952462827,1.000002404753717
nami-perfect-clima-tact,juggle,2,2.404753717266672e-06,1.0,1.0,0.9999975952462827,1.000002404753717
monkey-d-luffy-2nd-gear,juggle,2,2.4047537170446276e-06,1.0,1.0,0.999997595246283,1.000002404753717
goku-super-saiyan,chargeKi,2,2.404603372863079e-06,1.0,1.0,0.9999975953966271,1.0000024046033726
nico-robin,knockdown,4,2.351320148585856e-06,1.0,1.0,0.9999976486798514,1.0000023513201486
nami,juggle,2,2.3398983081124314e-06,1.0,1.0,0.9999976601016919,1.000002339898308
raoh,juggle,2,2.2749039424452278e-06,0.9999999999999999,1.0,0.9999977250960577,1.0000022749039421
gotenks,juggle,2,2.134339603498958e-06,0.9999978656603966,1.0000021343396035,1.0,1.0
kazuki-muto,jump,2,1.8976448329377504e-06,0.9999981023551671,1.0000018976448328,1.0,1.0
yoh-asakura-power-sword,juggle,2,1.7836853438701894e-06,0.9999982163146565,1.0000017836853436,1.0,1.0000000000000002
kiro,cmd:D+3,3,4.440892098500626e-16,1.0,1.0000000000000002,1.0,1.0000000000000002
kiro,cmd:FC+3,2,4.440892098500626e-16,1.0,1.0000000000000002,1.0,1.0000000000000002
kiro,cmd:FC+4,2,4.440892098500626e-16,1.0,1.0000000000000002,1.0,1.0000000000000002
kiro,juggle,2,4.440892098500626e-16,1.0,1.0000000000000002,0.9999999999999998,1.0
kagura,idle,4,3.3306690738754696e-16,0.9999999999999999,1.0,1.0,1.0000000000000002
roronoa-zoro,knockdown,4,3.3306690738754696e-16,0.9999999999999999,1.0,0.9999999999999998,1.0
allen-walker,idle,6,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
arale-norimaki,juggle,2,2.220446049250313e-16,1.0,1.0,0.9999999999999998,1.0
fuusuke,juggle,2,2.220446049250313e-16,0.9999999999999998,1.0,1.0,1.0
gohan-super-saiyan-2,juggle,2,2.220446049250313e-16,1.0,1.0,0.9999999999999998,1.0
gotenks,chargeKi,2,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
ichigo-kurosaki,juggle,2,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
jaguar-junichi,knockdown,4,2.220446049250313e-16,1.0,1.0,0.9999999999999998,1.0
kenshin-himura,juggle,2,2.220446049250313e-16,1.0,1.0000000000000002,1.0,1.0
lenalee-lee,juggle,2,2.220446049250313e-16,1.0,1.0,0.9999999999999998,1.0
lenalee-lee,knockdown,4,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
majin-buu,idle,4,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
monkey-d-luffy-2nd-gear,idle,4,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
monkey-d-luffy-2nd-gear,jabright,5,2.220446049250313e-16,1.0,1.0,0.9999999999999998,1.0
naruto-uzumaki-nine-tails-kyubi,juggle,2,2.220446049250313e-16,1.0,1.0000000000000002,1.0,1.0
pegasus-seiya,juggle,2,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
ryotsu-kankichi,juggle,2,2.220446049250313e-16,1.0,1.0,0.9999999999999998,1.0
sanji-vinsmoke,idle,7,2.220446049250313e-16,1.0,1.0000000000000002,1.0,1.0
train-heartnet,idle,4,2.220446049250313e-16,1.0,1.0000000000000002,1.0,1.0
vegito,juggle,2,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
yoh-asakura-power-sword,jump,2,2.220446049250313e-16,1.0,1.0,1.0,1.0000000000000002
yugi-mutou,juggle,2,1.1102230246251565e-16,1.0,1.0,0.9999999999999999,1.0
anna-kyoyama,idle,2,0.0,1.0,1.0,1.0,1.0
caramelman-j,idle,6,0.0,1.0,1.0,1.0,1.0
fuusuke,sidestepLeft,2,0.0,1.0,1.0,1.0,1.0
fuusuke,sidestepRight,2,0.0,1.0,1.0,1.0,1.0
hiei,chargeKi,3,0.0,1.0,1.0,1.0,1.0
jaguar-junichi,idle,4,0.0,1.0,1.0,1.0,1.0
kenshiro,idle,6,0.0,1.0,1.0,1.0,1.0
killua-zoldyck,idle,4,0.0,1.0,1.0,1.0,1.0
kiro,jump,2,0.0,1.0,1.0,1.0,1.0
riven,idle,4,0.0,1.0,1.0,1.0,1.0
riven,jump,2,0.0,1.0,1.0,1.0,1.0
riven,sprint,2,0.0,1.0,1.0,1.0,1.0
sanji-vinsmoke,jump,2,0.0,1.0,1.0,1.0,1.0
vegito,idle,4,0.0,1.0,1.0,1.0,1.0
