character,animation,frames,score,min_width_ratio,max_width_ratio,min_height_ratio,max_height_ratio
taikoubou,chargeKi,7,1.2436788688674483e-05,0.9999924959290416,1.0000000000000002,0.9999950672822701,1.0000049327177303
taikoubou,cmd:2+4,11,1.2436788688674483e-05,0.9999924959290416,1.0000000000000002,0.9999950672822698,1.0000049327177303
yasutora-sado,crouchBlock,8,1.2391542431822167e-05,0.9999949135041378,1.000005086495862,0.9999926949534303,1.0000024350155232
train-heartnet,chargeKi,3,1.2374246717739013e-05,1.0,1.0000123742467177,1.0,1.0
pegasus-seiya,jabright,5,1.2316600319861593e-05,1.0,1.0000074196085416,0.9999951030082223,1.0000048969917783
pegasus-seiya,chargeKi,7,1.231660031975057e-05,0.9999925803914586,1.0000074196085413,1.0,1.0000048969917783
pegasus-seiya,cmd:2+3,10,1.2316600319639548e-05,0.9999925803914586,1.0000074196085416,0.999995103008222,1.000004896991778
pegasus-seiya,sprint,10,1.2316600319639548e-05,0.9999925803914586,1.0000074196085416,0.999995103008222,1.000004896991778
pegasus-seiya,idle,6,1.2316600319528526e-05,0.9999925803914586,1.0000074196085416,0.999995103008222,1.0
pegasus-seiya,walkForward,8,1.2316600319528526e-05,0.9999925803914586,1.0000074196085413,0.999995103008222,1.000004896991778
pegasus-seiya,cmd:1+4,3,1.2316600319306481e-05,0.9999925803914587,1.0,0.999995103008222,1.0000000000000002
pegasus-seiya,kickleft,3,1.2316600319306481e-05,0.9999925803914587,1.0,0.999995103008222,1.0000000000000002
jotaro-kujo,walkForward,8,1.2286709720643607e-05,0.9999999999999999,1.0000074773063752,0.9999951905966545,1.0000000000000002
jotaro-kujo,cmd:1+2,19,1.2286653811144355e-05,0.9999925227495345,1.0000074772504652,0.9999951905966543,1.0000048094033451
jotaro-kujo,getupStand,8,1.2286653811033332e-05,0.9999925227495345,1.0000074772504652,0.9999951905966548,1.0000048094033456
jotaro-kujo,backflip,8,1.228665381092231e-05,0.9999925227495345,1.0000074772504655,0.9999951905966545,1.0000048094033454
jotaro-kujo,idle,6,1.228665381092231e-05,0.9999925227495345,1.0000074772504652,0.9999951905966545,1.0000048094033454
jotaro-kujo,jabright,5,1.228665381092231e-05,0.9999925227495345,1.0000074772504652,0.9999951905966545,1.0000000000000002
jotaro-kujo,sprint,10,1.228665381092231e-05,0.9999925227495345,1.0000074772504652,0.9999951905966545,1.0000048094033454
jotaro-kujo,chargeKi,11,1.2286653810811288e-05,0.9999999999999999,1.0000074772504652,0.9999951905966548,1.0000048094033456
jotaro-kujo,kickright,3,1.2286653810811288e-05,0.9999999999999999,1.0000074772504652,1.0,1.0000048094033456
jotaro-kujo,cmd:1+3,7,1.2286653810700265e-05,0.9999925227495345,1.0000074772504652,0.9999951905966548,1.0000048094033451
jotaro-kujo,crouchBlock,8,1.2286653810700265e-05,0.9999925227495347,1.0000074772504655,0.9999951905966548,1.0000000000000004
jotaro-kujo,knockdown,4,1.2286653810700265e-05,0.9999999999999999,1.0000074772504652,0.9999951905966545,1.0000048094033454
goku,sprint,10,1.2228825944093913e-05,0.9999949856086969,1.000005014391303,0.999992785565359,1.000002404811547
goku,cmd:1+2,12,1.222882594398289e-05,0.9999949856086968,1.000005014391303,0.9999927855653592,1.0000024048115472
arale-norimaki,cmd:1+2,6,1.2204025032769295e-05,0.9999999999999999,1.0000073940433587,0.999995190018326,1.000004809981674
arale-norimaki,idle,4,1.2204025032325205e-05,1.0,1.0000073940433585,1.0,1.0000048099816738
arale-norimaki,backflip,8,1.2203970361279737e-05,0.9999926060113129,1.0000000000000002,0.9999951900183258,1.0000048099816738
arale-norimaki,cmd:3+4,5,1.2203970361168714e-05,0.9999926060113129,1.0,0.999995190018326,1.000004809981674
arale-norimaki,knockdown,5,1.2203970361168714e-05,0.9999926060113129,1.0000000000000002,0.999995190018326,1.000004809981674
arale-norimaki,jableft,3,1.220397036094667e-05,0.9999926060113129,1.0,1.0,1.0000048099816738
arale-norimaki,sprint,10,1.220397036094667e-05,0.9999926060113129,1.0000000000000002,0.9999999999999998,1.0000048099816738
jaguar-junichi,cmd:1+2,6,1.2198823331810438e-05,0.9999902058725587,1.000009794127441,0.9999975953041095,1.0000024046958897
jaguar-junichi,juggle,2,1.2198823331588393e-05,0.9999902058725587,1.0000097941274413,0.9999975953041097,1.00000240469589
caramelman-j,jump,8,1.2161843268354566e-05,0.9999927520650576,1.0000024159783143,0.9999950860916741,1.0000000000000004
vegeta,idle,6,1.1951049790792645e-05,0.9999905035342679,1.0000031654885773,0.9999975454159417,1.0000024545840587
monkey-d-luffy,cmd:2+3,13,1.1948185331345229e-05,0.9999999999999999,1.000007066588463,0.999995118403132,1.0000048815968683
monkey-d-luffy,cmd:1+3,5,1.1948185331234207e-05,0.9999999999999999,1.000007066588463,0.9999951184031318,1.0
monkey-d-luffy,cmd:1+4,7,1.1948185331234207e-05,0.9999999999999999,1.000007066588463,0.9999951184031318,1.000004881596868
monkey-d-luffy,jableft,6,1.1948185331123184e-05,0.9999999999999999,1.000007066588463,0.999995118403132,1.000004881596868
monkey-d-luffy,sprint,10,1.1948185331012162e-05,0.9999999999999999,1.000007066588463,0.999995118403132,1.0000048815968678
monkey-d-luffy,cmd:2+4,22,1.1948135395067894e-05,0.9999929334614732,1.0000000000000002,0.999995118403132,1.0000048815968683
monkey-d-luffy,backflip,8,1.1948135394845849e-05,0.9999929334614732,1.0000000000000002,0.9999999999999998,1.000004881596868
monkey-d-luffy,cmd:1+2,5,1.1948135394512782e-05,0.9999929334614733,1.0000000000000002,0.9999999999999998,1.0000048815968678
renji-abarai,knockdown,4,1.1894886675412053e-05,0.9999957366621475,1.0,0.9999974561503924,1.0000076315488229
renji-abarai,walkForward,8,1.1894886675412053e-05,0.9999957366621475,1.0,0.9999974561503924,1.0000076315488229
renji-abarai,backflip,8,1.1894847848581414e-05,0.9999957366621475,1.0,0.999992368490004,1.0000025438366653
kiro,getupRollUp,6,1.1881195609131368e-05,1.0,1.000007038932335,0.9999951577367259,1.000004842263274
kiro,getupStand,7,1.1881195609131368e-05,1.0,1.000007038932335,0.9999951577367259,1.000004842263274
kiro,cmd:1+4,7,1.1881195608909323e-05,1.0,1.000007038932335,0.9999951577367261,1.0000048422632737
kiro,cmd:O+2,6,1.1881195608687278e-05,1.0,1.0000070389323348,0.9999951577367261,1.000004842263274
kiro,cmd:3+4,9,1.1881195608465234e-05,0.9999999999999999,1.0000070389323346,0.9999951577367263,1.000004842263274
kiro,cmd:d+1,3,1.1881195608243189e-05,1.0,1.0000070389323346,0.9999951577367263,1.0
kiro,cmd:WR+4,3,1.1881172161443132e-05,1.0,1.000007038932335,0.9999951577601736,1.0
kiro,cmd:1+3,4,1.1881172161221087e-05,1.0,1.0000070389323348,0.9999951577601736,1.0
kiro,cmd:d/f+2,5,1.1881172161221087e-05,1.0,1.0000070389323348,0.9999951577601736,1.0
kiro,cmd:1+2,5,1.1881146062431291e-05,0.9999929611172115,1.0000000000000002,0.9999951577367263,1.000004842263274
kiro,kickleft,5,1.1881146062431291e-05,0.9999929611172115,1.0000000000000002,0.9999951577367261,1.0
kiro,walkForward,10,1.1881146062431291e-05,0.9999929611172115,1.0000000000000002,0.9999951577367261,1.000004842263274
kiro,jabright,5,1.1881146062209247e-05,0.9999929611172115,1.0,1.0,1.0000048422632737
gon-freecss,cmd:1+3,13,1.1865953127632167e-05,0.9999929439822752,1.0000070560177248,1.0,1.0000048099354029
gon-freecss,backflip,8,1.1865953127410123e-05,0.9999929439822753,1.0000070560177248,1.0,1.0000048099354026
gon-freecss,cmd:1+4,7,1.1865953127410123e-05,0.9999929439822752,1.0000070560177248,0.9999999999999998,1.0000048099354026
gon-freecss,chargeKi,9,1.1865953127188078e-05,0.9999929439822753,1.0000070560177248,0.9999999999999998,1.0000048099354024
gon-freecss,cmd:2+4,10,1.1865929992027624e-05,0.9999929439822752,1.0000070560177248,0.9999951900877327,1.0000000000000002
gon-freecss,crouchBlock,8,1.1865929992027624e-05,0.9999929439822752,1.0000070560177248,0.9999951900877327,1.0000000000000002
gon-freecss,jabright,16,1.1865929992027624e-05,0.9999929439822752,1.0000070560177248,0.9999951900877327,1.0
monkey-d-luffy-2nd-gear,knockdown,4,1.1849051250623077e-05,1.0,1.0000094442975331,0.999997595246283,1.0000024047537175
toshiro-hitsugaya,jableft,10,1.1824298902451957e-05,0.9999930924120146,1.0000023025293285,0.9999950832890829,1.000004916710917
kenshiro,cmd:1+3,6,1.1806514834677984e-05,0.9999881934851654,1.0000039355049453,0.9999999999999999,1.0
piccolo,walkForward,4,1.1792715939318299e-05,1.0,1.000004436655649,0.9999975479799031,1.0000073560602902
nami-perfect-clima-tact,cmd:2+4,6,1.176839602490265e-05,0.9999954458304302,1.0000045541695701,0.9999927857735452,1.0000024047421514
riven,cmd:2+4,5,1.1715912552556773e-05,0.9999999999999999,1.0000117159125523,0.9999999999999998,1.0
sanji-vinsmoke,sidestepLeft,3,1.1687021562734046e-05,1.0,1.0000116870215627,1.0,1.0
sanji-vinsmoke,sidestepRight,3,1.1687021562734046e-05,1.0,1.0000116870215627,1.0,1.0
sanji-vinsmoke,cmd:1+4,6,1.1686884977879508e-05,0.9999883131150223,1.0000000000000002,0.9999999999999998,1.0000000000000002
momotaro-tsurugi,sidestepLeft,4,1.1674584064369498e-05,0.999997720460011,1.0000068386199665,1.0,1.0000048359640978
momotaro-tsurugi,cmd:1+4,8,1.1674560677965573e-05,0.9999977204600112,1.0000068386199665,0.9999951640592886,1.0
eve,crouchBlock,8,1.1630835662024275e-05,0.999993107108639,1.0000068928913612,0.9999952620556992,1.0000047379443007
eve,walkForward,8,1.1630835662024275e-05,0.9999931071086389,1.000006892891361,0.9999952620556992,1.000004737944301
eve,idle,5,1.163083566180223e-05,0.999993107108639,1.0000000000000002,0.9999952620556992,1.0
vegito,walkForward,4,1.1624352912242841e-05,1.0,1.0000092198189228,0.9999975954660107,1.0000024045339895
seto-kaiba,backflip,8,1.1555530780915646e-05,0.9999932628174896,1.00000673718251,0.9999951816517295,1.0
seto-kaiba,jump,8,1.1555530780915646e-05,0.9999932628174896,1.00000673718251,0.9999951816517295,1.0
seto-kaiba,crouchBlock,8,1.1555530780582579e-05,0.9999932628174897,1.0000067371825103,0.9999951816517297,1.0
seto-kaiba,kickright,8,1.1555530780582579e-05,0.9999932628174897,1.0000067371825103,0.9999951816517297,1.0
seto-kaiba,sidestepRight,8,1.1555530780582579e-05,0.9999932628174897,1.0000067371825103,0.9999951816517297,1.0
nami-perfect-clima-tact,crouchBlock,8,1.1513122772699447e-05,1.0,1.000009108380621,0.9999975952578484,1.0000024047421514
hiei,cmd:1+4,6,1.1498918693675364e-05,1.0,1.0000066890526964,1.0,1.0000048098659973
hiei,jableft,4,1.1498918693675364e-05,1.0,1.0000066890526964,1.0,1.0000048098659973
hiei,jabright,6,1.1498918693675364e-05,1.0,1.0000066890526964,1.0,1.0000048098659973
hiei,cmd:3+4,6,1.1498895558625932e-05,1.0,1.0000066890526964,0.9999951901571378,1.0000000000000002
hiei,cmd:2+3,6,1.1498873950577249e-05,0.9999933109920467,1.0,1.0,1.0000048098659973
hiei,cmd:2+4,5,1.1498873950577249e-05,0.9999933109920467,1.0,0.9999999999999998,1.0000048098659973
hiei,walkForward,8,1.1498873950577249e-05,0.9999933109920467,1.0,0.9999999999999998,1.0000048098659973
hiei,crouchBlock,8,1.1498850815971906e-05,0.9999933109920467,1.0,0.9999951901571373,1.0
hiei,cmd:1+3,10,1.1498850815749861e-05,0.9999933109920467,1.0,0.9999951901571376,1.0000000000000002
hiei,getupStand,8,1.1498850815749861e-05,0.9999933109920467,1.0,0.9999951901571376,1.0
bobobo-bo-bo-bobo,cmd:1+2,7,1.1465794049869693e-05,0.9999933435399054,1.0000066564600945,0.9999999999999996,1.0000048093339553
bobobo-bo-bo-bobo,walkForward,8,1.1465770920593421e-05,0.9999933435399054,1.0000066564600945,0.9999951906891742,1.000004809310826
bobobo-bo-bo-bobo,sprint,10,1.1465770920371376e-05,0.9999933435399054,1.0000066564600945,0.9999951906891742,1.0000048093108258
bobobo-bo-bo-bobo,jableft,4,1.1465770920149332e-05,0.9999933435399054,1.0000000000000002,0.9999999999999998,1.0000048093108256
near,backflip,8,1.144910988071235e-05,0.9999939302709526,1.0,0.9999946206191667,1.0000053793808332
near,crouch,8,1.144910988071235e-05,0.9999939302709526,1.0,0.9999946206191667,1.0000053793808332
near,jableft,8,1.144910988071235e-05,0.9999939302709526,1.0,0.9999946206191667,1.0000053793808332
near,sidestepRight,6,1.144910988071235e-05,0.9999939302709526,1.0,0.9999946206191667,1.0
near,idle,5,1.1449109880601327e-05,0.9999939302709528,1.0000000000000002,0.9999946206191666,1.0000053793808332
kagura,cmd:2+4,9,1.1310739234327016e-05,0.9999999999999999,1.000006471779804,0.9999999999999998,1.0000048389594303
kagura,kickleft,7,1.1310739234327016e-05,0.9999999999999999,1.000006471779804,0.9999999999999998,1.0000048389594303
kagura,getupStand,8,1.1310739234104972e-05,0.9999999999999999,1.000006471779804,0.9999999999999998,1.00000483895943
kagura,walkForward,8,1.1310715819279338e-05,1.0,1.0000064717798043,0.999995161063985,1.0000000000000002
kagura,cmd:2+3,8,1.1310715819057293e-05,1.0,1.0000064717798043,0.9999951610639852,1.0000000000000002
kagura,backflip,8,1.1310715818835249e-05,0.9999999999999999,1.000006471779804,0.9999951610639852,1.0
kagura,cmd:1+2,8,1.1310715818835249e-05,0.9999999999999999,1.000006471779804,0.9999951610639852,1.0
kagura,cmd:1+3,6,1.1310715818835249e-05,0.9999999999999999,1.000006471779804,0.9999951610639852,1.0000000000000002
kagura,knockdown,4,1.1310715818835249e-05,1.0,1.0000064717798043,0.9999951610639854,1.0
kagura,jabright,5,1.1310697350830345e-05,0.9999935282620794,1.0,1.0,1.0000048389594303
kagura,cmd:3+4,5,1.13106973506083e-05,0.9999935282620794,1.0,0.9999999999999998,1.00000483895943
kagura,jump,4,1.13106973506083e-05,0.9999935282620794,1.0,0.9999999999999998,1.00000483895943
kagura,cmd:1+2+3,8,1.1310673935338578e-05,0.9999935282620794,1.0,0.9999951610639852,1.0
kenshin-himura,cmd:1+3,4,1.1265098272761342e-05,0.999991154199986,1.0000088458000143,0.9999975807017415,1.0000024192982584
kenshin-himura,idle,2,1.1265098272761342e-05,0.999991154199986,1.0000088458000143,0.9999975807017415,1.0000024192982582
don-patch-poppa-rocks,crouchBlock,8,1.1260356430509155e-05,0.9999935538628476,1.0000021487123842,0.9999951857807219,1.0000048142192781
vegeta,cmd:1+2,5,1.1240177362425996e-05,0.9999936690028046,1.0000063309971952,1.0,1.000004909180167
vegeta,kickright,6,1.1240177362425996e-05,0.9999936690028046,1.0000063309971952,1.0,1.000004909180167
vegeta,cmd:2+4,11,1.1240153262370711e-05,0.9999936690028046,1.0000063309971954,0.999995090843933,1.0000000000000002
vegeta,cmd:3+4,4,1.1240153262370711e-05,0.9999936690028046,1.0000063309971952,0.999995090843933,1.0000000000000002
vegeta,getupStand,9,1.1240153262370711e-05,0.9999936690028046,1.0000063309971952,0.999995090843933,1.0000000000000002
vegeta,sprint,10,1.1240153262370711e-05,0.9999936690028046,1.0000063309971952,0.999995090843933,1.0000000000000002
vegeta,jableft,4,1.1240113181099076e-05,0.9999936690428859,1.0000000000000002,0.999995090843933,1.0
rukia-kuchiki,knockdown,4,1.122663780916966e-05,0.9999961997849078,1.0000038002150922,0.9999975245257611,1.000007426422717
rukia-kuchiki,backflip,8,1.122663780872557e-05,0.9999961997849078,1.0000038002150922,0.9999975245257606,1.0000074264227166
raoh,crouchBlock,8,1.1217554722775525e-05,0.9999910573492196,1.0000029808835937,0.9999977250960577,1.0000022749039423
ichigo-kurosaki,sprint,10,1.1158994020599167e-05,0.9999981126627121,1.0000056620118638,0.9999945030178432,1.0000000000000002
franky,sprint,10,1.1137155754181727e-05,1.0,1.000006112282632,0.9999949751268778,1.000005024873122
franky,cmd:3+4,16,1.1137155754070704e-05,1.0,1.000006112282632,0.999994975126878,1.000005024873122
franky,crouchBlock,8,1.1137155754070704e-05,1.0,1.000006112282632,0.9999949751268781,1.000005024873122
franky,getupStand,8,1.1137155754070704e-05,1.0,1.000006112282632,0.9999999999999999,1.000005024873122
franky,jabright,5,1.1137155754070704e-05,1.0,1.000006112282632,0.999994975126878,1.000005024873122
franky,jableft,7,1.113715575384866e-05,1.0,1.000006112282632,0.9999999999999999,1.0000050248731218
franky,cmd:1+2,8,1.113713050493459e-05,1.0,1.000006112282632,0.9999949751521271,1.0000000000000002
franky,cmd:1+4,9,1.1137130504823567e-05,1.0,1.000006112282632,0.9999949751521272,1.0000000000000002
franky,cmd:1+3,9,1.113711839428877e-05,0.9999938877547278,1.0,0.999994975126878,1.0000050248731218
franky,cmd:2+3,13,1.113711839428877e-05,0.999993887754728,1.0000000000000002,0.9999949751268777,1.0000050248731218
franky,walkForward,8,1.1137118394066725e-05,0.999993887754728,1.0000000000000002,0.9999999999999999,1.000005024873122
franky,jump,5,1.113711839384468e-05,0.999993887754728,1.0000000000000002,0.9999999999999999,1.0000050248731218
frieza,walkForward,4,1.1121957842807895e-05,0.9999959291177989,1.0000040708822007,0.9999929489243583,1.0000023503585471
kinnikuman,cmd:1+2,13,1.1028378840594044e-05,0.9999999999999999,1.0000060408725437,0.9999999999999996,1.0000049875062968
kinnikuman,crouchBlock,8,1.1028378840149955e-05,0.9999999999999999,1.0000060408725435,0.9999999999999996,1.0000049875062966
kinnikuman,backflip,8,1.1028353965381044e-05,0.9999999999999999,1.0000060408725435,0.9999950125185781,1.0
kinnikuman,chargeKi,3,1.1028353965158999e-05,1.0,1.0000060408725437,0.9999950125185786,1.0
kinnikuman,cmd:1+4,5,1.1028353965158999e-05,0.9999999999999999,1.0000060408725435,0.9999950125185784,1.0000000000000002
kinnikuman,jump,4,1.1028353965158999e-05,0.9999999999999999,1.0000060408725435,0.9999950125185784,1.0
kinnikuman,getupStand,7,1.102834234878447e-05,0.9999939591639483,1.0,1.0,1.000004987506297
kinnikuman,sprint,10,1.102834234878447e-05,0.9999939591639483,1.0000000000000002,1.0,1.000004987506297
kinnikuman,jableft,5,1.1028342348451403e-05,0.9999939591639484,1.0,1.0,1.0000049875062968
kinnikuman,cmd:1+3,9,1.1028317473349425e-05,0.9999939591639483,1.0000000000000002,0.9999950125185784,1.0000000000000002
kinnikuman,jabright,5,1.1028317473238403e-05,0.9999939591639484,1.0,0.9999950125185784,1.0
kinnikuman,cmd:2+4,11,1.1028317472905336e-05,0.9999939591639483,1.0000000000000002,0.9999950125185788,1.0000000000000004
train-heartnet,jump,4,1.0996557816222996e-05,0.9999938129149214,1.0000061870850785,1.0,1.0000048094727376
anna-kyoyama,jump,3,1.0976512536231553e-05,1.0,1.0000061669010087,0.9999951903884725,1.0
anna-kyoyama,cmd:2+3,5,1.0976474506319e-05,0.9999938331370214,1.0000061668629783,0.9999951903884723,1.0000048096115277
anna-kyoyama,crouchBlock,8,1.0976474506207978e-05,0.9999938331370216,1.0000061668629785,0.9999951903884723,1.0000048096115277
anna-kyoyama,jabright,7,1.0976474506207978e-05,0.9999938331370215,1.0000000000000002,0.9999951903884723,1.0000048096115277
arale-norimaki,getupStand,4,1.0911997874396562e-05,0.9999963029919886,1.0000036970080115,0.9999975950033791,1.000007214989863
arale-norimaki,walkForward,8,1.0911963170712191e-05,0.9999963029919886,1.0000036970080115,0.9999927850448408,1.000002404985053
goku-super-saiyan,cmd:1+2,12,1.0888958222432521e-05,0.9999915156451504,1.0000000000000002,0.9999975953966271,1.0000024046033726
gotenks-super-saiyan,walkForward,4,1.0849046368943682e-05,0.9999891509536313,1.0,0.9999999999999998,1.0
naruto-uzumaki-nine-tails-kyubi,cmd:1+4,15,1.0848386901907148e-05,0.9999955966146772,1.0000044033853226,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,cmd:2+3,12,1.0848386901907148e-05,0.9999955966146773,1.0000044033853228,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,crouchBlock,8,1.0848386901907148e-05,0.9999955966146773,1.0000044033853228,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,getupRollUp,8,1.0848386901907148e-05,0.9999955966146772,1.0000044033853226,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,hitHeavy,8,1.0848386901907148e-05,0.9999955966146772,1.0000044033853226,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,hitLight,9,1.0848386901907148e-05,0.9999955966146772,1.0000044033853226,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,jableft,6,1.0848386901907148e-05,0.9999955966146773,1.0000044033853228,0.9999999999999999,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,backflip,8,1.0848386901796125e-05,0.9999999999999998,1.0000044033853226,0.9999935549984208,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,cmd:1+2,9,1.0848386901796125e-05,0.9999955966146773,1.0000044033853226,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,jabright,7,1.0848386901796125e-05,0.9999955966146773,1.0000044033853226,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,walkForward,7,1.0848386901796125e-05,0.9999955966146773,1.0000044033853226,0.9999935549984211,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,sprint,10,1.0848386901463059e-05,0.9999999999999998,1.0000044033853224,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,getupStand,8,1.0848367512084067e-05,0.999995596634067,1.0,0.9999935549984209,1.000006445001579
naruto-uzumaki-nine-tails-kyubi,knockdown,12,1.0848367512084067e-05,0.999995596634067,1.0000000000000002,0.9999935549984209,1.000006445001579
gohan-super-saiyan,sprint,10,1.0808161408970562e-05,0.9999941239724298,1.0000058760275703,0.9999950678661615,1.0000049321338387
gohan-super-saiyan,chargeKi,3,1.080816140885954e-05,0.9999941239724296,1.0000000000000002,1.0,1.0000049321338385
gohan-super-saiyan,getupStand,8,1.080816140885954e-05,0.9999941239724296,1.0000058760275703,0.9999999999999998,1.0000049321338385
gohan-super-saiyan,jabright,5,1.0808126881367563e-05,0.9999941240069571,1.0,1.0,1.0000049321338385
majin-buu,walkForward,4,1.0790228620383147e-05,1.0,1.0000059804320265,0.9999951902034062,1.000004809796594
majin-buu,chargeKi,10,1.0790192854881475e-05,0.9999940196037388,1.0000059803962609,0.9999951902034064,1.0000048097965937
majin-buu,cmd:1+2,10,1.0790192854881475e-05,0.9999940196037389,1.0000059803962609,0.9999951902034062,1.0000000000000002
majin-buu,crouchBlock,8,1.0790192854881475e-05,0.9999999999999999,1.000005980396261,0.9999951902034062,1.0000048097965937
majin-buu,cmd:2+4,8,1.0790192854770453e-05,0.9999940196037389,1.0,0.9999951902034064,1.0000048097965937
majin-buu,kickright,8,1.0790192854770453e-05,0.9999940196037389,1.0,0.9999951902034064,1.0000048097965937
majin-buu,sprint,10,1.0790192854770453e-05,0.999994019603739,1.000005980396261,1.0,1.0000048097965937
majin-buu,sidestepLeft,11,1.079019285465943e-05,0.999994019603739,1.0000000000000002,0.9999951902034064,1.0000048097965937
majin-buu,knockdown,4,1.0790157089823893e-05,0.999994019639504,1.0,0.9999951902034062,1.0000048097965937
kazuki-muto,crouchBlock,8,1.0785928313383764e-05,0.9999981023479649,1.0000056929561056,1.0,1.0000050929722077
kiro,chargeKi,4,1.0782866277203595e-05,0.9999964805462193,1.0000035194537809,0.9999975788625008,1.0000072634124963
kiro,kickright,4,1.0782831105782265e-05,0.9999964805462193,1.0000035194537809,0.9999927366226751,1.0000024211257752
neuro-nogami,cmd:3+4,11,1.0782176826262813e-05,0.9999940273190427,1.0000059726809574,1.0,1.000004809495869
neuro-nogami,sidestepLeft,9,1.0782153695099161e-05,0.9999999999999999,1.0000059726809574,0.9999951905272623,1.0000000000000002
neuro-nogami,sidestepRight,9,1.0782153695099161e-05,0.9999999999999999,1.0000059726809574,0.9999951905272623,1.0000000000000002
neuro-nogami,cmd:1+2,19,1.0782153694877117e-05,0.9999940273190426,1.0000059726809574,0.9999951905272625,1.0000000000000002
neuro-nogami,cmd:1+3,7,1.0782153694877117e-05,0.9999940273190426,1.0000059726809571,0.9999951905272625,1.0000000000000002
neuro-nogami,cmd:1+4,8,1.0782153694877117e-05,0.9999940273190426,1.0000059726809574,0.9999951905272625,1.0000000000000002
neuro-nogami,walkForward,8,1.0782153694877117e-05,0.9999940273190426,1.0000059726809571,0.9999951905272625,1.0000000000000002
neuro-nogami,chargeKi,5,1.0782153694655072e-05,0.9999940273190426,1.0000059726809571,0.9999951905272627,1.0
neuro-nogami,cmd:2+4,9,1.0782153694655072e-05,0.9999940273190426,1.0000059726809574,0.9999951905272627,1.0000000000000002
dio,knockdown,4,1.0712554034730815e-05,0.9999939764479113,1.0000060235520887,0.9999953109980543,1.000004689001946
riven,kickleft,4,1.066741706812202e-05,0.999994142009408,1.0000058579905922,0.9999999999999998,1.000004809426476
riven,crouchBlock,2,1.066739393751348e-05,0.999994142009408,1.0000058579905922,0.9999951905966548,1.0000048094033454
yusuke-urameshi,cmd:2+3,8,1.0625617711368385e-05,0.9999918199739875,1.0000081800260125,0.9999975544083012,1.0000024455916987
yusuke-urameshi,walkForward,8,1.0625617711257362e-05,0.9999918199739875,1.0000081800260123,0.9999975544083014,1.0000024455916987
kakashi-hatake,chargeKi,3,1.0568310919834012e-05,0.9999894316890804,1.0,1.0,1.0000000000000002
bobobo-bo-bo-bobo,jump,4,1.054222471030819e-05,0.9999966717588755,1.0000033282411245,0.9999975953388046,1.0000072139835858
bobobo-bo-bo-bobo,knockdown,4,1.0542190015949693e-05,0.9999966717588755,1.0000033282411245,0.9999927860511085,1.0000024046496307
killua-zoldyck,juggle,2,1.0523914949156499e-05,0.9999942858122431,1.0000057141877567,0.9999951902728077,1.0000048097271923
raoh,chargeKi,10,1.0511603193652519e-05,0.9999940382150414,1.0,1.0,1.000004549818235
raoh,cmd:1+3,7,1.0511603193319452e-05,0.9999940382150415,1.0000059617849584,0.9999999999999998,1.0000045498182348
raoh,getupStand,8,1.0511603193319452e-05,0.9999940382150415,1.0000059617849584,1.0,1.0000045498182348
raoh,walkForward,8,1.0511603193319452e-05,0.9999940382150415,1.0000059617849584,1.0,1.0000045498182348
raoh,cmd:2+3,16,1.051160319320843e-05,0.9999940382150416,1.0000059617849584,0.9999999999999998,1.0000045498182348
raoh,knockdown,4,1.051160319320843e-05,0.9999940382150416,1.0,1.0,1.0000045498182348
raoh,sprint,10,1.051160319320843e-05,0.9999940382150416,1.0000059617849584,0.9999999999999998,1.0000045498182348
raoh,cmd:1+4,8,1.0511603192986385e-05,0.9999940382150416,1.0000059617849584,0.9999999999999998,1.0000045498182346
raoh,kickleft,6,1.0511603192986385e-05,0.9999940382150416,1.0000059617849584,0.9999999999999998,1.0000045498182346
raoh,cmd:1+2,13,1.0511582492545024e-05,0.9999940382150415,1.0000059617849584,0.9999954502024659,1.0000000000000002
dr-mashirito,idle,6,1.0498347682075249e-05,0.9999919549477071,1.0,0.9999975467046108,1.0000024532953888
gintoki-sakata,jump,4,1.0465505693613153e-05,0.9999895344943068,1.0000104655056934,0.9999999999999998,1.0
roronoa-zoro,cmd:1+4,7,1.0384486103687252e-05,0.9999944250560282,1.0000055749439718,0.9999951904578683,1.000004809542132
roronoa-zoro,cmd:2+3,9,1.0384486103687252e-05,0.9999944250560282,1.0000055749439718,0.9999951904578683,1.000004809542132
roronoa-zoro,jableft,5,1.0384486103687252e-05,0.9999944250560282,1.0000000000000002,0.9999951904578681,1.0000048095421314
roronoa-zoro,backflip,8,1.0384486103465207e-05,0.9999944250560283,1.0000055749439718,0.9999951904578683,1.0000048095421317
