character,animation,frames,silhouette_width_min,silhouette_width_max,height_min,height_max,recorded_center_abs_max
gotenks-super-saiyan,idle,6,0.9071800000000001,0.96776,2.0421,2.0977600000000005,0.0605358
gohan-super-saiyan,walkForward,4,2.36269,2.5160299999999998,1.86776,2.0023400000000002,0.0256874772
bobobo-bo-bo-bobo,juggle,2,4.51343,4.80197,3.55964,3.5951299999999997,0.4348075516
piccolo,walkForward,4,1.98259,2.10561,1.08387,1.2032100000000001,0.2168162199
sven-vollfied,sidestepLeft,5,1.2474,1.32477,2.12817,2.7408099999999997,0.09970713519999999
goku,idle,4,1.9518,2.0718300000000003,2.07916,2.16194,0.0901220661
frieza,idle,6,1.14115,1.21119,2.01918,2.0791900000000005,0.030299879999999998
piccolo,idle,4,2.2004799999999998,2.3352399999999998,2.02436,2.11061,0.0660447144
vegeta-super-saiyan,idle,6,0.93865,0.9952000000000001,2.0519299999999996,2.1386799999999995,0.0184422601
ryotsu-kankichi,idle,4,1.21725,1.28982,2.04729,2.10725,0.010154508000000001
kakashi-hatake,idle,6,1.8466399999999998,1.95666,2.06221,2.16829,0.19975017299999998
monkey-d-luffy-2nd-gear,idle,4,1.0392299999999999,1.10037,2.0791900000000005,2.07923,0.04078
kiro,jump,2,1.73057,1.83017,2.26332,2.3936,0.0
vegito,idle,4,1.0393999999999999,1.09884,2.0793999999999997,2.0793999999999997,0.04457
fuusuke,sidestepLeft,2,3.87555,4.09698,6.23646,6.23661,0.17829
fuusuke,sidestepRight,2,3.87555,4.09698,6.23646,6.23661,0.17829
kiro,win,3,1.33061,1.4034499999999999,1.6544500000000002,2.01783,0.0564880041
kakashi-hatake,chargeKi,3,1.16663,1.22884,1.7326300000000001,1.8074599999999998,0.070749717
yusuke-urameshi,chargeKi,4,1.25324,1.31987,1.6995399999999998,1.97524,0.038840514799999996
riven,hitHeavy,4,0.92719,0.97522,0.30886,0.38989,0.030599182399999997
riven,knockdown,5,0.92719,0.97522,0.2355,0.38989,0.030599182399999997
riven,chargeKi,4,0.99423,1.0453999999999999,1.8192199999999998,1.9637,0.0669669896
dio,idle,6,0.7977299999999999,0.8380400000000001,2.0286,2.0793399999999997,0.05032
gotenks,chargeKi,2,1.2019199999999999,1.2620200000000001,1.7280800000000003,1.79772,0.0751710148
caramelman-j,juggle,2,2.129,2.23247,1.2797,1.38367,0.039930884
sanji-vinsmoke,idle,7,0.85565,0.89645,2.0791900000000005,2.0791900000000005,0.06118
killua-zoldyck,idle,4,0.86581,0.90345,2.07909,2.0791299999999997,0.04333
kurama,idle,2,0.9975699999999998,1.03917,2.0791700000000004,2.0791700000000004,0.0624
rukia-kuchiki,idle,4,1.3182500000000001,1.36997,2.00056,2.12239,0.04727
roronoa-zoro,jump,2,2.4792,2.57456,2.0792,2.1591699999999996,0.16
goku,chargeKi,2,1.8964400000000001,1.9687200000000002,2.02581,2.14776,0.06714565
kazuki-muto,idle,6,2.59349,2.6881500000000003,1.91825,1.95829,0.08162664509999999
dr-mashirito,idle,6,1.21261,1.2558099999999999,1.96967,2.0791299999999997,0.0418433895
yoh-asakura,jump,4,3.1853299999999996,3.29149,3.17795,3.57954,0.5251158237
gon-freecss,idle,4,1.40443,1.4502,2.0391,2.0790500000000005,0.02419
arale-norimaki,idle,4,1.33615,1.37759,2.07898,2.19452,0.0255339964
hiei,jump,4,1.59151,1.63936,2.3613299999999997,2.7506199999999996,0.070868304
gohan-super-saiyan,juggle,2,2.0604,2.1223,1.3586900000000002,1.63693,0.48242414640000003
nico-robin,chargeKi,3,0.9121,0.93745,1.1568,1.24165,0.0738719003
kinnikuman,idle,4,1.65612,1.70106,1.9874900000000002,2.10924,0.07564
train-heartnet,chargeKi,3,1.57145,1.61283,2.2334699999999996,2.2334699999999996,0.23790938639999998
yasutora-sado,idle,4,0.97897,1.0044,2.00511,2.1067199999999997,0.06484224000000001
sanji-vinsmoke,jump,2,1.43866,1.47581,1.29472,1.3281399999999999,0.1291963358
naruto-uzumaki-nine-tails-kyubi,idle,6,2.58399,2.64919,1.7522600000000002,1.8210499999999998,0.40769
gohan-super-saiyan,jableft,3,2.2276100000000003,2.28085,1.93693,2.23835,0.302796
hiei,idle,2,1.4781799999999998,1.51179,2.0790500000000005,2.0790800000000003,0.07091
majin-buu,jump,2,1.17893,1.2055699999999998,1.9925299999999997,2.0791700000000004,0.0208
majin-buu,idle,4,1.6721300000000001,1.7092999999999998,2.0790800000000003,2.07909,0.04522
roronoa-zoro,idle,5,1.76526,1.8045,2.0467299999999997,2.07922,0.05887
heihachi-edajima,idle,4,1.0912700000000002,1.11354,2.03767,2.0792600000000006,0.01857
nico-robin,idle,6,0.9018600000000001,0.9192,2.0792,2.07922,0.02
momotaro-tsurugi,jump,2,2.4132800000000003,2.45561,2.54494,2.54496,0.33497337279999995
kiro,cmd:WS+4,2,2.4391100000000003,2.4812100000000004,1.7409400000000002,1.8517000000000001,0.2177313344
kenshin-himura,idle,2,1.1304699999999999,1.14522,2.06671,2.09366,0.0987908834
fuusuke,idle,4,1.24696,1.26295,2.05295,2.13895,0.052663375000000005
sanji-vinsmoke,juggle,2,1.4821,1.49884,1.00889,1.2620500000000001,0.21705254999999998
vegeta,idle,6,1.6207799999999999,1.63805,2.0048600000000003,2.1556,0.04312921599999999
raoh,jump,4,0.93448,0.94396,1.80515,1.98286,0.027780159999999998
naruto-uzumaki-nine-tails-kyubi,jump,2,2.62412,2.64924,2.04353,2.09914,0.0937477416
momotaro-tsurugi,juggle,2,3.3152,3.34358,2.58075,2.70724,0.3592699136
caramelman-j,idle,6,2.11455,2.1255100000000002,2.0792900000000003,2.1255,0.05288
heihachi-edajima,juggle,2,1.9894600000000002,1.99471,1.47587,1.5748,0.1995503
riven,idle,4,0.85168,0.8535400000000001,2.0376600000000002,2.0792600000000006,0.08357
kazuki-muto,crouch,3,1.9219600000000001,1.9250600000000002,2.39744,2.4298699999999998,0.0726716991
seto-kaiba,crouch,2,7.93674,7.94904,2.17584,4.62426,0.33126
seto-kaiba,sidestepLeft,3,7.9367399999999995,7.94904,2.17584,4.62426,0.9937499999999999
sanji-vinsmoke,sidestepLeft,3,0.7517900000000001,0.7524599999999999,1.01698,1.04431,0.08647818400000001
sanji-vinsmoke,sidestepRight,3,0.7517900000000001,0.7524599999999999,1.01698,1.04431,0.08647818400000001
goku-super-saiyan,chargeKi,2,1.48639,1.4872999999999998,1.6563999999999999,1.6891699999999998,0.0507239789
ichigo-kurosaki,idle,12,2.64919,2.64924,1.75289,1.87457,0.42808
majin-buu,jabright,2,2.25612,2.2561299999999997,1.6166699999999998,1.65429,0.43257006800000003
anna-kyoyama,idle,2,1.6215700000000002,1.6215700000000002,2.0791700000000004,2.0791700000000004,0.2704
hiei,chargeKi,3,1.1480599999999999,1.1480599999999999,2.44701,2.44701,0.0249742424
jaguar-junichi,idle,4,1.02102,1.02102,2.0792599999999997,2.0792599999999997,0.03649
