characterId,displayName,animation,frame,reason,measure,adjacentRatio,medianRatio,scaleSource,scaleWidth,scaleHeight,flags
"yugi-mutou","Yugi Mutou","getupStand","53","default-next-to-frame-scale","1.0000","1.1761","1.0000","default","1.0200","1.0800",""
"kenshin-himura","Kenshin Himura","sprint","34","default-next-to-frame-scale","1.1709","1.1756","1.1107","default","1.0400","1.1800",""
"kiro","Naruto","cmd:1+4","120","default-next-to-frame-scale","1.1682","1.1742","1.0228","default","0.9300","1.0800",""
"kiro","Naruto","cmd:1+4","119","default-next-to-frame-scale","1.0000","1.1682","1.1421","default","0.9300","1.0800",""
"kagura","Kagura","sprint","33","default-next-to-frame-scale","1.3402","1.1674","1.0365","default","1.0500","1.1700",""
"riven","Sasuke","jabright","90","default-next-to-frame-scale","1.3822","1.1663","1.1663","default","1.0800","1.0800",""
"toshiro-hitsugaya","Tōshirō Hitsugaya","cmd:1+3","218","default-next-to-frame-scale","1.2952","1.1606","1.2952","default","0.8600","1.0800",""
"jaguar-junichi","Jaguar Junichi","sprint","30","default-next-to-frame-scale","1.2551","1.1606","1.1393","default","1.0800","1.2800",""
"anna-kyoyama","Anna Kyoyama","jabright","86","default-next-to-frame-scale","1.4339","1.1601","1.1601","default","0.7900","1.0800",""
"momotaro-tsurugi","Momotaro Tsurugi","sprint","31","default-next-to-frame-scale","1.0000","1.1517","1.0000","default","1.0800","1.0800",""
"ryotsu-kankichi","Ryotsu Kankichi","getupStand","31","median-1.46","0.6836","1.1483","1.4628","frame","0.3690","0.4860","tiny-frame-vs-animation"
"hiei","Hiei","sprint","39","default-next-to-frame-scale","1.0000","1.1451","1.1034","default","0.8800","0.9700",""
"kiro","Naruto","cmd:1+4","117","default-next-to-frame-scale","1.0000","1.1421","1.1421","default","0.9300","1.0800",""
"yugi-mutou","Yugi Mutou","sprint","32","default-next-to-frame-scale","1.2460","1.1345","1.1146","default","1.0200","1.0800",""
"hiei","Hiei","sprint","36","default-next-to-frame-scale","1.0000","1.1343","1.1034","default","0.8800","0.9700",""
"franky","Franky","getupStand","31","median-1.80","0.5564","1.1323","1.7973","frame","0.2940","0.4746","tiny-frame-vs-animation"
"franky","Franky","getupStand","32","median-1.59","0.6300","1.1323","1.5873","frame","0.4410","0.7119",""
"yoh-asakura-power-sword","Yoh Asakura (Power Sword)","jabright","146","default-next-to-frame-scale","1.1322","1.1322","1.0914","default","0.9800","1.0200",""
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","knockdown","29","default-next-to-frame-scale","1.0000","1.1283","1.1044","default","1.0800","1.0800","huge-frame-vs-animation"
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","getupStand","29","default-next-to-frame-scale","1.0000","1.1283","1.0000","default","1.0800","1.0800",""
"kagura","Kagura","sprint","35","default-next-to-frame-scale","1.2931","1.1263","1.0000","default","1.0500","1.1700",""
"renji-abarai","Renji Abarai","sprint","35","default-next-to-frame-scale","1.0000","1.1261","1.0000","default","0.9300","1.1500",""
"taikoubou","Taikoubou","getupStand","53","default-next-to-frame-scale","1.0000","1.1236","1.0000","default","1.0800","1.0800",""
"vegeta","Vegeta","getupStand","47","default-next-to-frame-scale","1.0000","1.1223","1.0000","default","1.0800","1.0800",""
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","getupStand","47","default-next-to-frame-scale","1.0000","1.1162","1.0000","default","1.0800","1.0800",""
"nami-perfect-clima-tact","Nami (Perfect Clima-Tact)","knockdown","29","default-next-to-frame-scale","1.0000","1.1122","1.1000","default","1.0800","1.0800","huge-frame-vs-animation"
"nami-perfect-clima-tact","Nami (Perfect Clima-Tact)","getupStand","29","default-next-to-frame-scale","1.0000","1.1122","1.0000","default","1.0800","1.0800",""
"vegeta","Vegeta","sprint","33","default-next-to-frame-scale","1.0000","1.1116","1.0000","default","1.0800","1.0800",""
"vegeta","Vegeta","knockdown","29","default-next-to-frame-scale","1.0000","1.1107","1.1107","default","1.0800","1.0800","huge-frame-vs-animation"
"vegeta","Vegeta","getupStand","29","default-next-to-frame-scale","1.0000","1.1107","1.0000","default","1.0800","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","sprint","31","default-next-to-frame-scale","1.4099","1.1079","1.2704","default","1.0800","1.0800",""
"gotenks-super-saiyan","Gotenks (Super Saiyan)","getupStand","49","default-next-to-frame-scale","1.0000","1.1071","1.0000","default","1.0800","1.0800",""
"nico-robin","Nico Robin","cmd:1+3","105","default-next-to-frame-scale","1.9833","1.1070","1.0000","default","0.9500","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","getupStand","53","default-next-to-frame-scale","1.0000","1.1052","1.0000","default","1.0800","1.0800",""
"kurama","Kurama","getupStand","53","default-next-to-frame-scale","1.0000","1.1049","1.0000","default","1.0800","1.0800",""
"hiei","Hiei","sprint","35","default-next-to-frame-scale","1.0000","1.1034","1.1034","default","0.8800","0.9700",""
"pegasus-seiya","Pegasus Seiya","getupStand","52","default-next-to-frame-scale","1.0000","1.1029","1.0000","default","1.0800","1.0800",""
"vegeta","Vegeta","sprint","38","default-next-to-frame-scale","1.0000","1.1020","1.0000","default","1.0800","1.0800",""
"nami-perfect-clima-tact","Nami (Perfect Clima-Tact)","getupStand","51","default-next-to-frame-scale","1.0000","1.1000","1.0000","default","1.0800","1.0800",""
"lenalee-lee","Lenalee Lee","sprint","30","default-next-to-frame-scale","1.0000","1.0858","1.0469","default","0.9800","1.0700",""
"gohan-super-saiyan","Gohan (Super Saiyan)","knockdown","29","default-next-to-frame-scale","1.0000","1.0845","1.0000","default","0.9100","0.8800",""
"gohan-super-saiyan","Gohan (Super Saiyan)","getupStand","29","default-next-to-frame-scale","1.0000","1.0845","1.0000","default","0.9100","0.8800",""
"gohan-super-saiyan","Gohan (Super Saiyan)","getupStand","46","default-next-to-frame-scale","1.0000","1.0839","1.0000","default","0.9100","0.8800",""
"renji-abarai","Renji Abarai","sprint","30","default-next-to-frame-scale","1.0000","1.0774","1.0000","default","0.9300","1.1500",""
"piccolo","Piccolo","sprint","37","default-next-to-frame-scale","1.0847","1.0764","1.0000","default","0.7100","1.1400",""
"piccolo","Piccolo","sprint","39","default-next-to-frame-scale","1.0847","1.0764","1.0000","default","0.7100","1.1400",""
"gohan-super-saiyan","Gohan (Super Saiyan)","sprint","32","default-next-to-frame-scale","1.0000","1.0691","1.0000","default","0.9100","0.8800",""
"kinnikuman","Kinnikuman","cmd:1+2","101","default-next-to-frame-scale","1.5093","1.0661","1.1743","default","1.0300","1.1800",""
"heihachi-edajima","Heihachi Edajima","sprint","31","default-next-to-frame-scale","1.2518","1.0648","1.2205","default","1.1300","1.2300",""
"momotaro-tsurugi","Momotaro Tsurugi","sprint","34","default-next-to-frame-scale","1.0000","1.0628","1.0000","default","1.0800","1.0800",""
"vegito","Vegito","getupStand","47","default-next-to-frame-scale","1.0000","1.0622","1.0000","default","1.1600","1.1000",""
"franky","Franky","sprint","34","default-next-to-frame-scale","1.0000","1.0608","1.0968","default","0.7000","1.1300",""
"ryotsu-kankichi","Ryotsu Kankichi","cmd:1+2","85","default-next-to-frame-scale","1.7743","1.0591","1.0000","default","0.8200","1.0800",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","knockdown","29","default-next-to-frame-scale","1.0000","1.0544","1.0520","default","1.0900","1.0300","huge-frame-vs-animation"
"vegeta-super-saiyan","Vegeta (Super Saiyan)","getupStand","29","default-next-to-frame-scale","1.0000","1.0544","1.0000","default","1.0900","1.0300",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","getupStand","47","default-next-to-frame-scale","1.0000","1.0520","1.0000","default","1.0900","1.0300",""
"kakashi-hatake","Kakashi Hatake","sprint","30","default-next-to-frame-scale","1.4599","1.0510","1.0510","default","1.2300","1.0300",""
"toshiro-hitsugaya","Tōshirō Hitsugaya","sprint","36","default-next-to-frame-scale","1.0000","1.0466","1.0000","default","0.8600","1.0800",""
"nico-robin","Nico Robin","cmd:1+3","113","default-next-to-frame-scale","2.1144","1.0450","1.0661","default","0.9500","1.0800",""
"vegito","Vegito","knockdown","29","default-next-to-frame-scale","1.0000","1.0435","1.0417","default","1.1600","1.1000","huge-frame-vs-animation"
"vegito","Vegito","getupStand","29","default-next-to-frame-scale","1.0000","1.0435","1.0000","default","1.1600","1.1000",""
"kakashi-hatake","Kakashi Hatake","sprint","38","default-next-to-frame-scale","1.4599","1.0403","1.0510","default","1.2300","1.0300",""
"vegeta","Vegeta","sprint","30","median-1.56","1.5552","1.0351","1.5552","default","1.0800","1.0800",""
"kakashi-hatake","Kakashi Hatake","getupStand","34","median-1.74","0.9057","1.0346","1.7360","frame","0.2952","0.2472","tiny-frame-vs-animation"
"kakashi-hatake","Kakashi Hatake","getupStand","36","median-1.74","0.9057","1.0346","1.7360","frame","0.2952","0.2472","tiny-frame-vs-animation"
"kakashi-hatake","Kakashi Hatake","getupStand","35","median-1.68","0.9370","1.0346","1.6780","frame","0.2952","0.2472","tiny-frame-vs-animation"
"allen-walker","Allen Walker","cmd:1+2","100","median-1.59","1.5869","1.0342","1.5869","default","0.8100","1.1100",""
"nico-robin","Nico Robin","sprint","32","default-next-to-frame-scale","1.4993","1.0334","1.0000","default","0.9500","1.0800",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","sprint","35","default-next-to-frame-scale","1.3463","1.0321","1.3167","default","1.0800","1.1600",""
"nami-perfect-clima-tact","Nami (Perfect Clima-Tact)","sprint","33","default-next-to-frame-scale","1.3025","1.0242","1.0242","default","1.0800","1.0800",""
"yugi-mutou","Yugi Mutou","sprint","31","default-next-to-frame-scale","1.2717","1.0214","1.0920","default","1.0200","1.0800",""
"arale-norimaki","Arale Norimaki","getupStand","57","default-next-to-frame-scale","1.0000","1.0203","1.0000","default","0.8500","0.7500",""
"nami","Nami","getupStand","31","median-1.41","0.7109","1.0198","1.4067","frame","0.4214","0.5292","tiny-frame-vs-animation"
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","31","median-1.38","0.7225","1.0198","1.3841","frame","0.4200","0.5292","tiny-frame-vs-animation"
"yoh-asakura","Yoh Asakura","sprint","35","default-next-to-frame-scale","1.0000","1.0184","1.0000","default","0.8000","0.9300","possible-two-character-crop"
"eve","Eve","sprint","32","default-next-to-frame-scale","1.0000","1.0171","1.4031","default","0.8600","1.0400",""
"nami","Nami","sprint","33","default-next-to-frame-scale","1.0000","1.0161","1.0161","default","0.8600","1.0800",""
"roronoa-zoro","Roronoa Zoro","getupStand","31","median-1.36","0.7357","1.0150","1.3592","frame","0.4059","0.4920","tiny-frame-vs-animation"
"lenalee-lee","Lenalee Lee","sprint","36","default-next-to-frame-scale","1.0000","1.0118","1.0469","default","0.9800","1.0700",""
"anna-kyoyama","Anna Kyoyama","getupStand","36","median-1.52","0.6580","1.0103","1.5198","frame","0.4424","0.6048",""
"taikoubou","Taikoubou","sprint","36","default-next-to-frame-scale","1.2119","1.0101","1.0141","default","1.0800","1.0800",""
"fuusuke","Fuusuke","getupStand","52","default-next-to-frame-scale","1.0000","1.0098","1.0000","default","0.8200","0.7300",""
"monkey-d-luffy","Monkey D. Luffy","getupStand","30","median-1.42","0.7030","1.0090","1.4225","frame","0.4845","0.6156",""
"monkey-d-luffy","Monkey D. Luffy","getupStand","31","median-1.41","0.7093","1.0090","1.4098","frame","0.3910","0.4968",""
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","getupStand","33","median-1.41","0.7095","1.0084","1.4094","frame","0.4185","0.5310","tiny-frame-vs-animation"
"anna-kyoyama","Anna Kyoyama","getupStand","35","median-1.51","0.6634","1.0082","1.5074","frame","0.3792","0.5184",""
"jotaro-kujo","Jotaro Kujo","getupStand","34","median-1.47","0.6817","1.0078","1.4669","frame","0.4692","0.6171",""
"jotaro-kujo","Jotaro Kujo","getupStand","33","median-1.46","0.6870","1.0078","1.4556","frame","0.4600","0.6050",""
"anna-kyoyama","Anna Kyoyama","getupStand","34","median-1.52","0.6586","1.0073","1.5184","frame","0.3555","0.4860",""
"rukia-kuchiki","Rukia Kuchiki","getupStand","33","median-1.39","0.7170","1.0054","1.3947","frame","0.3870","0.4860","possible-two-character-crop|tiny-frame-vs-animation"
"goku-super-saiyan","Goku (Super Saiyan)","cmd:3+4","106","default-next-to-frame-scale","1.1638","1.0054","1.0054","default","1.0000","1.2600",""
"monkey-d-luffy","Monkey D. Luffy","getupStand","32","median-1.40","0.7127","1.0048","1.4031","frame","0.3995","0.5076",""
"jotaro-kujo","Jotaro Kujo","getupStand","35","median-1.47","0.6815","1.0031","1.4674","frame","0.3772","0.4961","tiny-frame-vs-animation"
"rukia-kuchiki","Rukia Kuchiki","getupStand","31","median-1.40","0.7156","1.0024","1.3974","frame","0.3784","0.4752","tiny-frame-vs-animation"
"rukia-kuchiki","Rukia Kuchiki","getupStand","32","median-1.39","0.7173","1.0024","1.3941","frame","0.2580","0.3240","tiny-frame-vs-animation"
"roronoa-zoro","Roronoa Zoro","getupStand","30","median-1.36","0.7365","1.0011","1.3578","frame","0.5544","0.6720",""
"franky","Franky","getupStand","30","median-1.80","0.5560","1.0007","1.7986","frame","0.3850","0.6215",""
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","getupStand","32","median-1.41","0.7099","1.0006","1.4086","frame","0.4557","0.5782","tiny-frame-vs-animation"
"vegeta-super-saiyan","Vegeta (Super Saiyan)","cmd:1+3","127","median-1.71","1.0000","1.0000","1.7117","default","1.0900","1.0300",""
"dio","DIO","sprint","38","median-1.64","1.0000","1.0000","1.6359","default","1.0800","1.1800",""
"dio","DIO","sprint","39","median-1.64","1.0000","1.0000","1.6359","default","1.0800","1.1800",""
"dr-mashirito","Dr. Mashirito","knockdown","28","median-1.42","1.0000","1.0000","1.4233","default","0.9500","1.0800",""
"piccolo","Piccolo","getupStand","40","median-1.37","0.8100","1.0000","1.3729","frame","0.5751","0.9234",""
"ichigo-kurosaki","Ichigo Kurosaki","cmd:2+3","108","default-next-to-frame-scale","1.0000","1.0000","1.0000","default","1.0000","1.2900",""
"ichigo-kurosaki","Ichigo Kurosaki","cmd:2+3","112","default-next-to-frame-scale","1.0000","1.0000","1.0000","default","1.0000","1.2900",""
"kiro","Naruto","cmd:1+2","100","default-next-to-frame-scale","1.0000","1.0000","1.0000","default","0.9300","1.0800",""
"kiro","Naruto","cmd:1+2","102","default-next-to-frame-scale","1.0000","1.0000","1.0000","default","0.9300","1.0800",""
"naruto-uzumaki-nine-tails-kyubi","Naruto Uzumaki (Nine-Tails_Kyubi)","kickleft","84","default-next-to-frame-scale","1.0000","1.0000","1.0000","default","0.9200","1.3800",""
"riven","Sasuke","getupStand","53","default-next-to-frame-scale","1.0000","1.0000","1.0000","default","1.0800","1.0800",""
"riven","Sasuke","getupStand","55","default-next-to-frame-scale","1.0000","1.0000","1.0000","default","1.0800","1.0800",""
